Cmdline: /system/bin/simpleperf record --app com.paifa.ubikitouch --add-meta-info app_type=debuggable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 --duration 9 -f 400 -g
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 4560
Event count: 22316617954

Children  Self   Command               Pid    Tid    Shared Object                                                                                               Symbol
3.64%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.InnerNodeCoordinator.placeAt-f8xVGno
3.62%     0.00%  RenderThread          31119  31314  [kernel.kallsyms]                                                                                           [kernel.kallsyms][+ffffffed483b5456]
3.62%     0.00%  RenderThread          31119  31314  [kernel.kallsyms]                                                                                           [kernel.kallsyms][+ffffffed483b608a]
3.61%     0.00%  com.paifa.ubikitouch  31119  31119  /system/framework/framework.jar                                                                             android.view.ViewRootImpl$AsyncInputStage.forward
3.60%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.layout.FillNode$measure$1.invoke
3.60%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.BroadcastFrameClock.sendFrame
3.58%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.BroadcastFrameClock$FrameAwaiter.resume
3.53%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.InnerNodeCoordinator.onAfterPlaceAt
3.52%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.layout.FillNode.measure-3p2s80s
3.50%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.LayoutNodeLayoutDelegate$MeasurePassDelegate.layoutChildren
3.50%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.LayoutNodeLayoutDelegate$MeasurePassDelegate.onNodePlaced$ui_release
3.44%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.OwnerSnapshotObserver.observeLayoutSnapshotReads$ui_release
3.35%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.animation.core.SuspendAnimationKt$callWithFrameNanos$2.invoke
3.32%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.animation.core.SuspendAnimationKt.access$doAnimationFrameWithScale
3.32%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.animation.core.SuspendAnimationKt.doAnimationFrameWithScale
3.31%     0.03%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.CompositionImpl.applyChanges
3.30%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.MeasureAndLayoutDelegate.remeasureAndRelayoutIfNeeded
3.30%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.animation.core.SuspendAnimationKt.doAnimationFrame
3.30%     0.03%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.LayoutNodeLayoutDelegate$MeasurePassDelegate$layoutChildrenBlock$1.invoke
3.28%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.CompositionImpl.applyChangesInLocked
3.25%     0.00%  com.paifa.ubikitouch  31119  31119  /system/framework/framework.jar                                                                             android.view.ViewRootImpl$ViewPostImeInputStage.onProcess
3.25%     0.00%  com.paifa.ubikitouch  31119  31119  /system/framework/framework.jar                                                                             android.view.ViewRootImpl$ViewPostImeInputStage.processPointerEvent
3.21%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.animation.core.SuspendAnimationKt$animate$9.invoke
3.16%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.platform.AndroidUiDispatcher$dispatchCallback$1.run
3.12%     0.00%  com.paifa.ubikitouch  31119  31119  /system/framework/framework.jar                                                                             android.view.View.dispatchPointerEvent
3.12%     0.00%  com.paifa.ubikitouch  31119  31119  /system/framework/framework.jar                                                                             android.view.ViewGroup.dispatchTouchEvent
3.07%     0.05%  RenderThread          31119  31314  /vendor/lib64/egl/libGLESv2_adreno.so                                                                       !!!0000!032cab158bdf680e30677ffb9724c6!a1cf8ab5e3!
3.07%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.layout.LayoutNodeSubcompositionsState$createMeasurePolicy$1$measure-3p2s80s$$inlined$createMeasureResult$2.placeChildren
3.07%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.MeasureAndLayoutDelegate.measureAndLayout
3.05%     0.00%  com.paifa.ubikitouch  31119  31119  /system/framework/framework.jar                                                                             android.view.ViewGroup.dispatchTransformedTouchEvent
3.04%     0.02%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.internal.ComposableLambdaImpl.invoke
3.04%     0.55%  com.paifa.ubikitouch  31119  31119  /apex/com.android.art/lib64/libart.so                                                                       art::ArtMethod* art::ClassLinker::ResolveMethod<(art::ClassLinker::ResolveMode)0>(unsigned int, art::Handle<art::mirror::DexCache>, art::Handle<art::mirror::ClassLoader>, art::ArtMethod*, art::InvokeType)
3.02%     0.00%  RenderThread          31119  31314  /vendor/lib64/libgsl.so                                                                                     !!!0000!3a4be7d9bfa8ce1de708d9937123e3!a1cf8ab5e3!
3.00%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.platform.AndroidComposeView.dispatchTouchEvent
3.00%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.platform.AndroidComposeView.handleMotionEvent-8iAsVTc
2.99%     0.02%  RenderThread          31119  31314  /vendor/lib64/egl/libGLESv2_adreno.so                                                                       !!!0000!e35ea7f86ea880357b1b481ca2f0b1!a1cf8ab5e3!
2.96%     0.00%  RenderThread          31119  31314  [kernel.kallsyms]                                                                                           [kernel.kallsyms][+ffffffed489202e2]
2.96%     0.00%  RenderThread          31119  31314  [kernel.kallsyms]                                                                                           [kernel.kallsyms][+ffffffed489203fa]
2.92%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes17.dex  androidx.compose.ui.node.MeasureAndLayoutDelegate.dispatchOnPositionedCallbacks$default
2.91%     0.69%  com.paifa.ubikitouch  31119  31119  /apex/com.android.art/lib64/libart.so                                                                       art::ArtMethod* art::FindMethodToCall<(art::InvokeType)2>(art::Thread*, art::ArtMethod*, art::ObjPtr<art::mirror::Object>*, art::Instruction const&, bool, bool*)
2.90%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.animation.core.SuspendAnimationKt$animate$9.invoke
2.89%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.MeasureAndLayoutDelegate.dispatchOnPositionedCallbacks
2.89%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.OnPositionedDispatcher.dispatch
2.85%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes17.dex  androidx.compose.runtime.CompositionImpl.composeContent
2.84%     0.02%  RenderThread          31119  31314  /vendor/lib64/libgsl.so                                                                                     gsl_memory_alloc_pure
2.84%     0.17%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.OnPositionedDispatcher.dispatchHierarchy
2.83%     0.00%  RenderThread          31119  31314  /vendor/lib64/egl/libGLESv2_adreno.so                                                                       !!!0000!115befedd67dce09304c97e11cb591!a1cf8ab5e3!
2.82%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes17.dex  androidx.compose.runtime.ComposerImpl.composeContent$runtime_release
2.82%     0.03%  RenderThread          31119  31314  /vendor/lib64/libgsl.so                                                                                     ioctl_kgsl_sharedmem_alloc
2.81%     0.00%  RenderThread          31119  31314  /vendor/lib64/egl/libGLESv2_adreno.so                                                                       !!!0000!58cf0a22f61be0c18bfabb82068e46!a1cf8ab5e3!
2.78%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.MeasureAndLayoutDelegate.remeasureAndRelayoutIfNeeded$default
2.77%     0.14%  RenderThread          31119  31314  /system/lib64/libhwui.so                                                                                    GrOpsRenderPass::bindPipeline(GrProgramInfo const&, SkRect const&)
2.73%     0.05%  RenderThread          31119  31314  /system/lib64/libhwui.so                                                                                    GrGLOpsRenderPass::onDraw(int, int)
2.72%     0.03%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.draw.DrawBackgroundModifier.draw
2.72%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.foundation.lazy.layout.LazyLayoutItemContentFactory$CachedItemContent$createContentLambda$1.invoke
2.72%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.lazy.layout.LazyLayoutItemContentFactory$CachedItemContent$createContentLambda$1.invoke
2.67%     0.00%  RenderThread          31119  31314  /vendor/lib64/egl/libGLESv2_adreno.so                                                                       !!!0000!28254c066fd778faffa7894b1bd8b1!a1cf8ab5e3!
2.62%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.foundation.lazy.layout.LazyLayoutItemContentFactoryKt.access$SkippableItem-JVlU9Rs
2.62%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.lazy.layout.LazyLayoutItemContentFactoryKt.SkippableItem-JVlU9Rs
2.62%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.lazy.layout.LazySaveableStateHolder.SaveableStateProvider
2.61%     0.02%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.LayoutNode.dispatchOnPositionedCallbacks$ui_release
2.61%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes17.dex  androidx.compose.runtime.ActualJvm_jvmKt.invokeComposable
2.61%     0.11%  RenderThread          31119  31314  /system/lib64/libhwui.so                                                                                    GrGLGpu::flushGLState(GrRenderTarget*, bool, GrProgramInfo const&)
2.61%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes17.dex  androidx.compose.ui.layout.LayoutNodeSubcompositionsState$subcompose$3$1$1.invoke
2.61%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.layout.LayoutNodeSubcompositionsState$subcompose$3$1$1.invoke
2.52%     0.00%  RenderThread          31119  31314  [kernel.kallsyms]                                                                                           [kernel.kallsyms][+ffffffed489158c6]
2.50%     0.01%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.platform.AndroidComposeView.sendMotionEvent-8iAsVTc
2.50%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.CompositionLocalKt.CompositionLocalProvider
2.49%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.foundation.lazy.layout.LazyLayoutItemContentFactoryKt$SkippableItem$1.invoke
2.49%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.lazy.LazyListItemProviderImpl.Item
2.49%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.lazy.layout.LazyLayoutItemContentFactoryKt$SkippableItem$1.invoke
2.49%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.platform.AndroidComposeViewAccessibilityDelegateCompat.getCurrentSemanticsNodes
2.47%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.lazy.layout.LazyLayoutPinnableItemKt.LazyLayoutPinnableItem
2.47%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes17.dex  androidx.compose.runtime.internal.ComposableLambdaImpl.invoke
2.42%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes17.dex  androidx.compose.ui.platform.AndroidComposeViewAccessibilityDelegateCompat$$ExternalSyntheticLambda3.run
2.42%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes17.dex  androidx.compose.ui.platform.AndroidComposeViewAccessibilityDelegateCompat.$r8$lambda$jwi4XcU60P00WX-z5TzcMCOc1u4
2.42%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             kotlinx.coroutines.CancellableContinuationImpl.dispatchResume
2.42%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.platform.AndroidComposeViewAccessibilityDelegateCompat.semanticsChangeChecker$lambda$49
2.41%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes17.dex  androidx.compose.runtime.changelist.ChangeList.executeAndFlushAllPendingChanges
2.41%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.changelist.Operations.executeAndFlushAllPendingOperations
2.35%     0.00%  com.paifa.ubikitouch  31119  31119  /system/framework/framework.jar                                                                             android.os.MessageQueue.next
2.34%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.saveable.SaveableStateHolderImpl.SaveableStateProvider
2.33%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes17.dex  androidx.compose.ui.layout.Placeable$PlacementScope.placeRelative$default
2.32%     0.06%  com.paifa.ubikitouch  31119  31119  /apex/com.android.art/lib64/libart.so                                                                       art::ClassLinker::FindResolvedMethod(art::ObjPtr<art::mirror::Class>, art::ObjPtr<art::mirror::DexCache>, art::ObjPtr<art::mirror::ClassLoader>, unsigned int)
2.32%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.lazy.LazyListMeasureKt$measureLazyList$8.invoke
2.32%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.lazy.LazyListMeasureResult.placeChildren
2.32%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.layout.LayoutNodeSubcompositionsState$Scope$layout$1.placeChildren
2.32%     0.03%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.input.pointer.PointerInputEventProcessor.process-BIzXfog
2.32%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.LayoutNodeLayoutDelegate$MeasurePassDelegate.measure-BRTryo0
2.28%     0.00%  hwuiTask0             31119  31324  /system/lib64/libhwui.so                                                                                    android::uirenderer::CommonPool::workerLoop()
2.28%     0.00%  hwuiTask0             31119  31324  /apex/com.android.runtime/lib64/bionic/libc.so                                                              __pthread_start(void*)
2.28%     0.00%  hwuiTask0             31119  31324  /apex/com.android.runtime/lib64/bionic/libc.so                                                              __start_thread
2.28%     0.00%  hwuiTask0             31119  31324  /system/lib64/libhwui.so                                                                                    void* std::__1::__thread_proxy<std::__1::tuple<std::__1::unique_ptr<std::__1::__thread_struct, std::__1::default_delete<std::__1::__thread_struct> >, android::uirenderer::CommonPool::CommonPool()::$_0> >(void*) (.__uniq.99815402873434996937524029735804459536)
2.26%     0.06%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.lazy.LazyListMeasuredItem.place
2.25%     0.49%  com.paifa.ubikitouch  31119  31119  /apex/com.android.art/lib64/libart.so                                                                       NterpGetInstanceFieldOffset
2.25%     0.17%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.snapshots.SnapshotKt.advanceGlobalSnapshot
2.24%     0.03%  com.paifa.ubikitouch  31119  31119  /system/lib64/libutils.so                                                                                   android::Looper::pollOnce(int, int*, int*, void**)
2.24%     0.00%  com.paifa.ubikitouch  31119  31119  /system/lib64/libandroid_runtime.so                                                                         android::android_os_MessageQueue_nativePollOnce(_JNIEnv*, _jobject*, long, int)
2.23%     0.00%  RenderThread          31119  31314  /system/lib64/libhwui.so                                                                                    GrGLGpu::beginCommandBuffer(GrGLRenderTarget*, bool, SkIRect const&, GrSurfaceOrigin, GrOpsRenderPass::LoadAndStoreInfo const&, GrOpsRenderPass::StencilLoadAndStoreInfo const&)
2.23%     0.00%  RenderThread          31119  31314  /system/lib64/libhwui.so                                                                                    GrGLOpsRenderPass::onBegin()
2.23%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.foundation.lazy.LazyListItemProviderImpl$Item$1.invoke
2.23%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.lazy.LazyListItemProviderImpl$Item$1.invoke
2.22%     0.03%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.text.modifiers.TextStringSimpleNode.measure-3p2s80s
2.22%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.snapshots.SnapshotKt.access$advanceGlobalSnapshot
2.21%     0.00%  hwuiTask1             31119  31325  /system/lib64/libhwui.so                                                                                    android::uirenderer::CommonPool::workerLoop()
2.21%     0.00%  hwuiTask1             31119  31325  /apex/com.android.runtime/lib64/bionic/libc.so                                                              __pthread_start(void*)
2.21%     0.00%  hwuiTask1             31119  31325  /apex/com.android.runtime/lib64/bionic/libc.so                                                              __start_thread
2.21%     0.00%  hwuiTask1             31119  31325  /system/lib64/libhwui.so                                                                                    void* std::__1::__thread_proxy<std::__1::tuple<std::__1::unique_ptr<std::__1::__thread_struct, std::__1::default_delete<std::__1::__thread_struct> >, android::uirenderer::CommonPool::CommonPool()::$_0> >(void*) (.__uniq.99815402873434996937524029735804459536)
2.21%     0.00%  hwuiTask1             31119  31325  /system/lib64/libhwui.so                                                                                    std::__1::__function::__func<SkTaskGroup::add(std::__1::function<void ()>)::$_0, std::__1::allocator<SkTaskGroup::add(std::__1::function<void ()>)::$_0>, void ()>::operator()() (.__uniq.118861555370704791863256659540169492860.18ab6eb90d68c9a285a91fee4fb6a73f)
2.21%     0.02%  RenderThread          31119  31314  /system/lib64/libgui.so                                                                                     android::Surface::queueBuffer(ANativeWindowBuffer*, int)
2.21%     0.00%  RenderThread          31119  31314  /system/lib64/libgui.so                                                                                     android::Surface::hook_queueBuffer(ANativeWindow*, ANativeWindowBuffer*, int)
2.21%     0.00%  RenderThread          31119  31314  /vendor/lib64/egl/eglSubDriverAndroid.so                                                                    eglSubDriverAndroid.so[+e2ec]
2.20%     1.12%  RenderThread          31119  31314  /vendor/lib64/egl/libGLESv2_adreno.so                                                                       !!!0000!f56be09eb88f86833124f1df42e945!a1cf8ab5e3!
2.20%     0.11%  com.paifa.ubikitouch  31119  31119  /system/lib64/libutils.so                                                                                   android::Looper::pollInner(int)
2.20%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.layout.Placeable$PlacementScope.placeWithLayer-aW-9-wM
2.20%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.layout.Placeable$PlacementScope.placeWithLayer-aW-9-wM$default
2.20%     0.02%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.LayoutNodeLayoutDelegate$MeasurePassDelegate.placeSelf-MLgxB_4
2.20%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.LayoutNodeLayoutDelegate$MeasurePassDelegate.placeAt-f8xVGno
2.19%     0.08%  RenderThread          31119  31314  /system/lib64/libhwui.so                                                                                    skgpu::v1::OpsTask::onPrepare(GrOpFlushState*)
2.19%     0.00%  RenderThread          31119  31314  /system/lib64/libhwui.so                                                                                    GrRenderTask::prepare(GrOpFlushState*)
2.19%     0.02%  RenderThread          31119  31314  /system/lib64/libhwui.so                                                                                    GrGLOpsRenderPass::onDrawIndexed(int, int, unsigned short, unsigned short, int)
2.19%     0.00%  RenderThread          31119  31314  /system/lib64/libhwui.so                                                                                    skgpu::v1::AtlasRenderTask::onExecute(GrOpFlushState*)
2.18%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.platform.AndroidComposeViewAccessibilityDelegateCompat.checkForSemanticsChanges
2.17%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             kotlinx.coroutines.DispatchedTaskKt.dispatch
2.17%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.runtime.snapshots.Snapshot$Companion.sendApplyNotifications
2.15%     0.05%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.layout.OnGloballyPositionedNode.onGloballyPositioned
2.15%     0.00%  hwuiTask0             31119  31324  /system/lib64/libhwui.so                                                                                    std::__1::__function::__func<SkTaskGroup::add(std::__1::function<void ()>)::$_0, std::__1::allocator<SkTaskGroup::add(std::__1::function<void ()>)::$_0>, void ()>::operator()() (.__uniq.118861555370704791863256659540169492860.18ab6eb90d68c9a285a91fee4fb6a73f)
2.14%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.node.NodeCoordinator.placeSelf-MLgxB_4
2.12%     0.23%  RenderThread          31119  31314  /vendor/lib64/egl/libGLESv2_adreno.so                                                                       !!!0000!4d0cdaba868e987aa070f5a6b168e2!a1cf8ab5e3!
2.12%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.foundation.gestures.DefaultFlingBehavior$performFling$2$1.invoke
2.12%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.gestures.DefaultFlingBehavior$performFling$2$1.invoke
2.12%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.gestures.ScrollingLogic$doFlingAnimation$2$reverseScope$1.scrollBy
2.09%     0.04%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             kotlinx.coroutines.channels.BufferedChannel.trySend-JP2dKIU
2.08%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.layout.PaddingNode.measure-3p2s80s
2.07%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.layout.BoxMeasurePolicy.measure-3p2s80s
2.03%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.platform.AndroidComposeViewAccessibilityDelegateCompat.setTraversalValues
2.03%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.foundation.lazy.layout.PrefetchHandleProvider$HandleAndRequestImpl.performMeasure-BRTryo0
2.03%     0.03%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.text.modifiers.ParagraphLayoutCache.layoutWithConstraints-K40F9xA
2.02%     0.13%  RenderThread          31119  31314  /vendor/lib64/egl/libGLESv2_adreno.so                                                                       !!!0000!77df12deb6a622478efa8fb9929034!a1cf8ab5e3!
2.02%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.ui.platform.AndroidComposeViewAccessibilityDelegateCompat.sendAccessibilitySemanticsStructureChangeEvents
2.00%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes.dex    androidx.compose.foundation.layout.RowColumnMeasurePolicyKt.measure$default
2.00%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.layout.RowColumnMeasurePolicyKt.measure
2.00%     0.00%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             androidx.compose.foundation.text.modifiers.ParagraphLayoutCache.layoutText-K40F9xA
2.00%     0.03%  com.paifa.ubikitouch  31119  31119  [JIT app cache]                                                                                             com.paifa.ubikitouch.accessibility.floatingchat.chat.MessageCoordinatePaneKt$MessageCoordinatePane$lambda$18$lambda$17$lambda$16$$inlined$itemsIndexed$6.invoke
2.00%     0.00%  com.paifa.ubikitouch  31119  31119  /data/app/~~q4q_kPr-4iCS3LM4mpU8iQ==/com.paifa.ubikitouch-v_XPuiyDKHTwTWwicuZyDQ==/base.apk!/classes12.dex  com.paifa.ubikitouch.accessibility.floatingchat.chat.MessageCoordinatePaneKt$MessageCoordinatePane$lambda$18$lambda$17$lambda$16$$inlined$itemsIndexed$6.invoke
